"(1, 548), (2, 629), (3, 629), (4, 637), (5, 637), (6, 637), (7, 637), (8, 637), (9, 637), (10, 637), (11, 637), (12, 637), (13, 637), (14, 637), (15, 637), (16, 637), (17, 637), (18, 637), (19, 637), (20, 637), (21, 637)"
"(1, 372.23333333333335), (2, 520.3666666666667), (3, 576.6333333333333), (4, 630.1), (5, 633.8), (6, 637.0), (7, 637.0), (8, 637.0), (9, 637.0), (10, 637.0), (11, 637.0), (12, 637.0), (13, 637.0), (14, 637.0), (15, 637.0), (16, 637.0), (17, 637.0), (18, 637.0), (19, 637.0), (20, 637.0), (21, 637.0)"
"(1, 551), (2, 591), (3, 591), (4, 634), (5, 634), (6, 634), (7, 634), (8, 634), (9, 634), (10, 634), (11, 634), (12, 634), (13, 634), (14, 634), (15, 634), (16, 634), (17, 634), (18, 634), (19, 634), (20, 634), (21, 634)"
"(1, 386.3333333333333), (2, 509.53333333333336), (3, 553.9666666666667), (4, 594.6666666666666), (5, 617.4333333333333), (6, 633.1666666666666), (7, 634.0), (8, 634.0), (9, 634.0), (10, 634.0), (11, 634.0), (12, 634.0), (13, 634.0), (14, 634.0), (15, 634.0), (16, 634.0), (17, 634.0), (18, 634.0), (19, 634.0), (20, 634.0), (21, 634.0)"
"(1, 589), (2, 589), (3, 677), (4, 686), (5, 697), (6, 697), (7, 697), (8, 697), (9, 697), (10, 697), (11, 697), (12, 697), (13, 697), (14, 697), (15, 697), (16, 697), (17, 697), (18, 697), (19, 697), (20, 697), (21, 697)"
"(1, 394.4), (2, 550.8333333333334), (3, 588.3), (4, 640.3333333333334), (5, 680.7333333333333), (6, 688.6666666666666), (7, 695.6333333333333), (8, 697.0), (9, 697.0), (10, 697.0), (11, 697.0), (12, 697.0), (13, 697.0), (14, 697.0), (15, 697.0), (16, 697.0), (17, 697.0), (18, 697.0), (19, 697.0), (20, 697.0), (21, 697.0)"
"(1, 569), (2, 569), (3, 641), (4, 642), (5, 650), (6, 650), (7, 650), (8, 650), (9, 650), (10, 650), (11, 650), (12, 650), (13, 650), (14, 650), (15, 650), (16, 650), (17, 650), (18, 650), (19, 650), (20, 650), (21, 650)"
"(1, 409.93333333333334), (2, 536.2333333333333), (3, 585.6), (4, 626.3), (5, 641.8333333333334), (6, 643.9), (7, 647.8666666666667), (8, 650.0), (9, 650.0), (10, 650.0), (11, 650.0), (12, 650.0), (13, 650.0), (14, 650.0), (15, 650.0), (16, 650.0), (17, 650.0), (18, 650.0), (19, 650.0), (20, 650.0), (21, 650.0)"
"(1, 605), (2, 605), (3, 605), (4, 619), (5, 672), (6, 672), (7, 683), (8, 683), (9, 683), (10, 691), (11, 691), (12, 691), (13, 691), (14, 691), (15, 691), (16, 691), (17, 691), (18, 691), (19, 691), (20, 691), (21, 691)"
"(1, 419.2), (2, 542.9333333333333), (3, 580.5666666666667), (4, 599.8333333333334), (5, 613.2), (6, 628.1), (7, 651.9), (8, 671.3), (9, 680.4333333333333), (10, 684.6), (11, 687.8), (12, 691.0), (13, 691.0), (14, 691.0), (15, 691.0), (16, 691.0), (17, 691.0), (18, 691.0), (19, 691.0), (20, 691.0), (21, 691.0)"
