"(1, 600), (2, 637), (3, 662), (4, 683), (5, 691), (6, 691), (7, 691), (8, 691), (9, 691), (10, 691), (11, 691), (12, 691), (13, 691), (14, 691), (15, 691), (16, 691), (17, 691), (18, 691), (19, 691), (20, 691), (21, 691)"
"(1, 426.66), (2, 560.42), (3, 613.66), (4, 647.74), (5, 669.42), (6, 685.5), (7, 690.36), (8, 690.96), (9, 691.0), (10, 691.0), (11, 691.0), (12, 691.0), (13, 691.0), (14, 691.0), (15, 691.0), (16, 691.0), (17, 691.0), (18, 691.0), (19, 691.0), (20, 691.0), (21, 691.0)"
"(1, 560), (2, 610), (3, 645), (4, 653), (5, 687), (6, 696), (7, 696), (8, 696), (9, 696), (10, 696), (11, 696), (12, 696), (13, 696), (14, 696), (15, 696), (16, 696), (17, 696), (18, 696), (19, 696), (20, 696), (21, 696)"
"(1, 393.6), (2, 518.78), (3, 588.4), (4, 627.62), (5, 643.0), (6, 663.0), (7, 688.86), (8, 695.68), (9, 696.0), (10, 696.0), (11, 696.0), (12, 696.0), (13, 696.0), (14, 696.0), (15, 696.0), (16, 696.0), (17, 696.0), (18, 696.0), (19, 696.0), (20, 696.0), (21, 696.0)"
"(1, 637), (2, 623), (3, 623), (4, 623), (5, 623), (6, 623), (7, 623), (8, 623), (9, 623), (10, 623), (11, 623), (12, 623), (13, 623), (14, 623), (15, 623), (16, 623), (17, 623), (18, 623), (19, 623), (20, 623), (21, 623)"
"(1, 421.7), (2, 532.46), (3, 593.28), (4, 619.76), (5, 623.0), (6, 623.0), (7, 623.0), (8, 623.0), (9, 623.0), (10, 623.0), (11, 623.0), (12, 623.0), (13, 623.0), (14, 623.0), (15, 623.0), (16, 623.0), (17, 623.0), (18, 623.0), (19, 623.0), (20, 623.0), (21, 623.0)"
"(1, 580), (2, 570), (3, 614), (4, 614), (5, 614), (6, 622), (7, 622), (8, 622), (9, 622), (10, 622), (11, 622), (12, 622), (13, 622), (14, 622), (15, 622), (16, 622), (17, 622), (18, 622), (19, 622), (20, 622), (21, 622)"
"(1, 421.52), (2, 526.24), (3, 567.0), (4, 592.92), (5, 607.9), (6, 614.32), (7, 615.6), (8, 619.44), (9, 621.84), (10, 622.0), (11, 622.0), (12, 622.0), (13, 622.0), (14, 622.0), (15, 622.0), (16, 622.0), (17, 622.0), (18, 622.0), (19, 622.0), (20, 622.0), (21, 622.0)"
"(1, 571), (2, 673), (3, 673), (4, 697), (5, 716), (6, 716), (7, 716), (8, 716), (9, 716), (10, 716), (11, 716), (12, 716), (13, 716), (14, 716), (15, 716), (16, 716), (17, 716), (18, 716), (19, 716), (20, 716), (21, 716)"
"(1, 419.46), (2, 556.26), (3, 620.46), (4, 668.66), (5, 681.96), (6, 704.92), (7, 713.86), (8, 716.0), (9, 716.0), (10, 716.0), (11, 716.0), (12, 716.0), (13, 716.0), (14, 716.0), (15, 716.0), (16, 716.0), (17, 716.0), (18, 716.0), (19, 716.0), (20, 716.0), (21, 716.0)"
"(1, 599), (2, 599), (3, 673), (4, 673), (5, 681), (6, 681), (7, 681), (8, 681), (9, 681), (10, 681), (11, 681), (12, 681), (13, 681), (14, 681), (15, 681), (16, 681), (17, 681), (18, 681), (19, 681), (20, 681), (21, 681)"
"(1, 432.18), (2, 550.2), (3, 603.96), (4, 639.88), (5, 666.2), (6, 675.4), (7, 679.4), (8, 681.0), (9, 681.0), (10, 681.0), (11, 681.0), (12, 681.0), (13, 681.0), (14, 681.0), (15, 681.0), (16, 681.0), (17, 681.0), (18, 681.0), (19, 681.0), (20, 681.0), (21, 681.0)"
"(1, 607), (2, 628), (3, 631), (4, 677), (5, 677), (6, 693), (7, 693), (8, 701), (9, 701), (10, 701), (11, 701), (12, 701), (13, 701), (14, 701), (15, 701), (16, 701), (17, 701), (18, 701), (19, 701), (20, 701), (21, 701)"
"(1, 410.4), (2, 566.7), (3, 606.98), (4, 640.36), (5, 665.64), (6, 675.06), (7, 680.52), (8, 689.8), (9, 695.72), (10, 699.4), (11, 701.0), (12, 701.0), (13, 701.0), (14, 701.0), (15, 701.0), (16, 701.0), (17, 701.0), (18, 701.0), (19, 701.0), (20, 701.0), (21, 701.0)"
